EmployeeNumber,Department,JobRole,Attrition_Prob,Risk
95,Research & Development,Research Scientist,0.22546419999187234,LOW
96,Research & Development,Research Scientist,0.03675820514433847,LOW
97,Research & Development,Laboratory Technician,0.4848270344224366,MEDIUM
98,Research & Development,Manufacturing Director,0.029688750521952717,LOW
100,Sales,Sales Executive,0.19990668520520358,LOW
101,Research & Development,Research Director,0.0335209255607029,LOW
102,Research & Development,Research Director,0.10314324146222495,LOW
103,Human Resources,Human Resources,0.5953193041153614,MEDIUM
104,Research & Development,Laboratory Technician,0.5886530833210348,MEDIUM
105,Research & Development,Research Scientist,0.1676848305057593,LOW
106,Sales,Sales Executive,0.034775763402951916,LOW
107,Research & Development,Research Scientist,0.059604010529371663,LOW
110,Research & Development,Manufacturing Director,0.29938111887701846,LOW
112,Research & Development,Manufacturing Director,0.038264950674047414,LOW
113,Sales,Sales Representative,0.836534746265336,HIGH
116,Research & Development,Laboratory Technician,0.047119812041838856,LOW
117,Research & Development,Healthcare Representative,0.031243505666503694,LOW
118,Sales,Sales Executive,0.1597458980580047,LOW
119,Research & Development,Healthcare Representative,0.2817822294072259,LOW
120,Sales,Sales Executive,0.6100607400014652,HIGH
121,Sales,Sales Executive,0.33225766326381073,MEDIUM
124,Research & Development,Healthcare Representative,0.5830957303098658,MEDIUM
125,Sales,Sales Executive,0.381860686211541,MEDIUM
126,Research & Development,Research Director,0.1799836015947859,LOW
128,Sales,Sales Executive,0.37560110557909565,MEDIUM
129,Sales,Sales Executive,0.11975511379688265,LOW
131,Sales,Sales Executive,0.01748727605751611,LOW
132,Research & Development,Laboratory Technician,0.2569713467379156,LOW
133,Human Resources,Human Resources,0.8308424077130536,HIGH
134,Research & Development,Research Scientist,0.23046571768921112,LOW
137,Research & Development,Laboratory Technician,0.8749263676261813,HIGH
138,Research & Development,Research Scientist,0.03490619303172265,LOW
139,Research & Development,Healthcare Representative,0.013548325701292399,LOW
140,Human Resources,Manager,0.027447227414492348,LOW
141,Research & Development,Research Director,0.3663028637986731,MEDIUM
142,Sales,Sales Executive,0.7949693033494631,HIGH
143,Research & Development,Research Scientist,0.08776962136331015,LOW
144,Research & Development,Laboratory Technician,0.6537964181894176,HIGH
145,Research & Development,Healthcare Representative,0.6431475897766401,HIGH
147,Research & Development,Laboratory Technician,0.8873826618131665,HIGH
148,Human Resources,Manager,0.12546471610725857,LOW
150,Research & Development,Laboratory Technician,0.4669215465033776,MEDIUM
151,Research & Development,Research Scientist,0.3531549789243289,MEDIUM
152,Sales,Sales Executive,0.2989252865237389,LOW
153,Research & Development,Manager,0.14185067470527482,LOW
154,Sales,Sales Executive,0.2365576689346619,LOW
155,Research & Development,Laboratory Technician,0.5855625902323895,MEDIUM
158,Sales,Manager,0.11557161624501956,LOW
159,Research & Development,Research Scientist,0.1538854042117869,LOW
160,Sales,Sales Executive,0.0978199552624179,LOW
161,Research & Development,Research Scientist,0.4877017449663669,MEDIUM
162,Research & Development,Research Director,0.18319461454889793,LOW
163,Sales,Sales Executive,0.9093388887274821,HIGH
164,Research & Development,Research Scientist,0.1957348079343361,LOW
165,Research & Development,Healthcare Representative,0.04010905549948029,LOW
167,Sales,Sales Representative,0.9649919601298472,HIGH
169,Research & Development,Laboratory Technician,0.36714035334272493,MEDIUM
170,Research & Development,Manufacturing Director,0.11146207741026204,LOW
171,Research & Development,Research Scientist,0.239659584550478,LOW
174,Sales,Sales Executive,0.373859611943094,MEDIUM
175,Sales,Sales Executive,0.9405510780640464,HIGH
176,Sales,Sales Executive,0.38711019070178304,MEDIUM
177,Human Resources,Human Resources,0.12555143530575472,LOW
178,Research & Development,Manufacturing Director,0.2358412801718195,LOW
179,Research & Development,Manufacturing Director,0.280293497928119,LOW
182,Sales,Sales Executive,0.06814413855143599,LOW
183,Sales,Sales Executive,0.6965100961358166,HIGH
184,Human Resources,Human Resources,0.5969810537966354,MEDIUM
190,Research & Development,Laboratory Technician,0.7673611952370839,HIGH
192,Research & Development,Research Scientist,0.2917845836811906,LOW
193,Research & Development,Research Scientist,0.4349712450978376,MEDIUM
194,Research & Development,Research Scientist,0.3173377333338279,MEDIUM
195,Sales,Sales Executive,0.035731001334272365,LOW
197,Research & Development,Research Scientist,0.241338420982626,LOW
198,Research & Development,Laboratory Technician,0.34682793434682463,MEDIUM
199,Research & Development,Manager,0.4000391097434222,MEDIUM
200,Research & Development,Laboratory Technician,0.30303895419215543,MEDIUM
201,Research & Development,Laboratory Technician,0.7081269175764201,HIGH
202,Research & Development,Research Scientist,0.18968534673149073,LOW
204,Sales,Sales Executive,0.13688063958893484,LOW
205,Sales,Sales Representative,0.8015983538952711,HIGH
206,Research & Development,Laboratory Technician,0.17419424834289973,LOW
207,Sales,Sales Executive,0.4471171588880751,MEDIUM
208,Research & Development,Manufacturing Director,0.018453098994495203,LOW
211,Research & Development,Manufacturing Director,0.20033311131603698,LOW
214,Research & Development,Research Scientist,0.6931678593130298,HIGH
215,Sales,Sales Executive,0.28897820261587076,LOW
216,Sales,Sales Representative,0.6090862214532988,HIGH
217,Research & Development,Research Scientist,0.08703483169480215,LOW
218,Research & Development,Research Scientist,0.13479875859076018,LOW
221,Research & Development,Research Scientist,0.24406592565572918,LOW
223,Research & Development,Healthcare Representative,0.27277833364807846,LOW
224,Research & Development,Research Scientist,0.3449104234297656,MEDIUM
226,Research & Development,Manager,0.13392324339855458,LOW
227,Research & Development,Research Scientist,0.13446717951031617,LOW
228,Sales,Sales Executive,0.345548947569254,MEDIUM
230,Sales,Sales Executive,0.17893505250259428,LOW
231,Research & Development,Research Scientist,0.19255972183258582,LOW
233,Research & Development,Research Scientist,0.6367078579291024,HIGH
235,Sales,Sales Representative,0.9654777576031462,HIGH
238,Research & Development,Laboratory Technician,0.6933990086201698,HIGH
239,Research & Development,Laboratory Technician,0.10837168543336145,LOW
240,Sales,Sales Executive,0.6467585218952023,HIGH
241,Research & Development,Research Scientist,0.14170421175758208,LOW
242,Research & Development,Research Scientist,0.10666438648568782,LOW
243,Research & Development,Laboratory Technician,0.7088489505567641,HIGH
244,Sales,Sales Executive,0.21721075440773455,LOW
245,Research & Development,Laboratory Technician,0.3367191437964764,MEDIUM
246,Research & Development,Research Scientist,0.5616311223656525,MEDIUM
247,Research & Development,Research Scientist,0.21334147209365997,LOW
248,Sales,Sales Representative,0.9067137824792307,HIGH
249,Research & Development,Laboratory Technician,0.2410146101467592,LOW
250,Research & Development,Manufacturing Director,0.044133599722692735,LOW
252,Research & Development,Research Scientist,0.03305805379644032,LOW
253,Research & Development,Manager,0.09919428294190051,LOW
254,Research & Development,Research Director,0.005661799017449768,LOW
256,Research & Development,Manufacturing Director,0.06923086856584501,LOW
258,Research & Development,Healthcare Representative,0.030228381443489657,LOW
259,Research & Development,Manager,0.03973946926397349,LOW
260,Research & Development,Research Scientist,0.10387297294802211,LOW
261,Research & Development,Manufacturing Director,0.9053265331219763,HIGH
262,Research & Development,Research Scientist,0.002783316354936729,LOW
264,Research & Development,Manager,0.18292333835254523,LOW
267,Research & Development,Research Scientist,0.5023423638061496,MEDIUM
269,Research & Development,Laboratory Technician,0.7691876982366737,HIGH
270,Research & Development,Manufacturing Director,0.03430971766978138,LOW
271,Research & Development,Manufacturing Director,0.18302011886423697,LOW
273,Research & Development,Manufacturing Director,0.16957202289844694,LOW
274,Research & Development,Manufacturing Director,0.7114059306645695,HIGH
275,Research & Development,Manufacturing Director,0.03634159200844082,LOW
277,Research & Development,Research Scientist,0.28424900150563287,LOW
281,Research & Development,Laboratory Technician,0.7214138975035743,HIGH
282,Research & Development,Healthcare Representative,0.8017971728651425,HIGH
283,Sales,Sales Executive,0.13340561876001272,LOW
284,Research & Development,Research Scientist,0.4559579959314227,MEDIUM
286,Research & Development,Laboratory Technician,0.6068238494405459,HIGH
287,Research & Development,Healthcare Representative,0.07886173182473934,LOW
288,Research & Development,Healthcare Representative,0.061966184689718186,LOW
291,Sales,Sales Executive,0.5149682470638647,MEDIUM
292,Research & Development,Manufacturing Director,0.058245871832593075,LOW
293,Sales,Sales Executive,0.21700089669280812,LOW
296,Research & Development,Research Director,0.03267244386356864,LOW
297,Research & Development,Research Scientist,0.6638365811241667,HIGH
298,Sales,Manager,0.18415906364122958,LOW
299,Sales,Sales Executive,0.9204122811057899,HIGH
300,Research & Development,Research Scientist,0.16862887563932474,LOW
302,Sales,Sales Executive,0.20775458860229742,LOW
303,Sales,Sales Executive,0.051200836908278584,LOW
304,Research & Development,Laboratory Technician,0.1930602004484971,LOW
305,Research & Development,Research Scientist,0.37624317808150587,MEDIUM
306,Research & Development,Research Director,0.02901832142666465,LOW
307,Sales,Sales Executive,0.05441225887522225,LOW
308,Research & Development,Manufacturing Director,0.05211933360328233,LOW
309,Research & Development,Research Scientist,0.07359245711189114,LOW
311,Sales,Sales Representative,0.5228819025566152,MEDIUM
312,Sales,Sales Executive,0.2798747684556254,LOW
314,Sales,Sales Executive,0.26908873931723704,LOW
315,Research & Development,Research Scientist,0.700259148655835,HIGH
316,Research & Development,Laboratory Technician,0.5220111011367802,MEDIUM
319,Research & Development,Manager,0.08976901643127898,LOW
321,Human Resources,Human Resources,0.3270233035542141,MEDIUM
323,Sales,Manager,0.01924112831457384,LOW
325,Research & Development,Laboratory Technician,0.7821036938265442,HIGH
327,Sales,Manager,0.1310276320615765,LOW
328,Research & Development,Laboratory Technician,0.5679163707985148,MEDIUM
329,Sales,Manager,0.46615646356312757,MEDIUM
330,Sales,Sales Representative,0.4775984478306751,MEDIUM
331,Research & Development,Laboratory Technician,0.7599982986703051,HIGH
332,Research & Development,Laboratory Technician,0.19897182772313604,LOW
333,Sales,Sales Executive,0.31435136965713495,MEDIUM
334,Research & Development,Research Scientist,0.23702590640628837,LOW
335,Research & Development,Research Scientist,0.21695597294153166,LOW
336,Research & Development,Manager,0.007708380759473711,LOW
337,Research & Development,Research Director,0.3133094124843024,MEDIUM
338,Research & Development,Research Scientist,0.16074213735595488,LOW
339,Research & Development,Manufacturing Director,0.1576441562398016,LOW
340,Research & Development,Research Scientist,0.18295400852325777,LOW
341,Research & Development,Manufacturing Director,0.18252725578495432,LOW
342,Research & Development,Manufacturing Director,0.30503950314191713,MEDIUM
343,Research & Development,Healthcare Representative,0.22446003686575305,LOW
346,Research & Development,Research Scientist,0.12820294219365633,LOW
347,Research & Development,Research Scientist,0.584740358005446,MEDIUM
349,Sales,Sales Executive,0.18233666895772233,LOW
350,Research & Development,Manufacturing Director,0.10455878782612246,LOW
351,Research & Development,Laboratory Technician,0.5778494809341969,MEDIUM
352,Research & Development,Research Director,0.011536077185658786,LOW
353,Research & Development,Research Scientist,0.2222400590839944,LOW
355,Research & Development,Laboratory Technician,0.808481182981403,HIGH
359,Research & Development,Laboratory Technician,0.682921319903957,HIGH
361,Sales,Sales Executive,0.04541416078816288,LOW
362,Research & Development,Laboratory Technician,0.6540529739091268,HIGH
363,Sales,Manager,0.695353098035369,HIGH
364,Research & Development,Laboratory Technician,0.7526158448901267,HIGH
366,Sales,Sales Executive,0.311013007910743,MEDIUM
367,Research & Development,Healthcare Representative,0.2414718497292436,LOW
369,Research & Development,Healthcare Representative,0.023128802522653376,LOW
372,Research & Development,Healthcare Representative,0.21923371454091672,LOW
373,Research & Development,Laboratory Technician,0.05427485196330857,LOW
374,Research & Development,Manager,0.047986986214900315,LOW
376,Research & Development,Manager,0.5595794653989189,MEDIUM
377,Research & Development,Research Scientist,0.04048138055255136,LOW
378,Sales,Sales Executive,0.127712184043025,LOW
379,Research & Development,Research Scientist,0.19417036402074472,LOW
380,Research & Development,Research Director,0.034332384806881035,LOW
381,Research & Development,Manager,0.41966397805856737,MEDIUM
382,Sales,Sales Executive,0.7312101098723168,HIGH
384,Research & Development,Manufacturing Director,0.26190131099642044,LOW
385,Research & Development,Research Director,0.02655035158440178,LOW
386,Research & Development,Research Director,0.013718180088634901,LOW
387,Sales,Sales Executive,0.1545134778387975,LOW
388,Sales,Sales Executive,0.23372217641404378,LOW
389,Research & Development,Laboratory Technician,0.3755463983573733,MEDIUM
390,Research & Development,Healthcare Representative,0.839018286004351,HIGH
391,Research & Development,Research Scientist,0.022786246714447168,LOW
392,Research & Development,Laboratory Technician,0.7520270189932613,HIGH
393,Research & Development,Healthcare Representative,0.17382586108173897,LOW
394,Research & Development,Laboratory Technician,0.9080531509204952,HIGH
395,Research & Development,Research Scientist,0.05455062163883521,LOW
396,Research & Development,Research Director,0.6053738063906656,HIGH
397,Research & Development,Research Scientist,0.5001268008927776,MEDIUM
399,Sales,Sales Representative,0.6539615721736676,HIGH
401,Sales,Sales Executive,0.837409568161503,HIGH
403,Research & Development,Research Scientist,0.3712211454195329,MEDIUM
404,Sales,Sales Executive,0.5300644102626486,MEDIUM
405,Research & Development,Laboratory Technician,0.7206583630933474,HIGH
406,Sales,Sales Executive,0.2361178853435562,LOW
407,Research & Development,Laboratory Technician,0.3167010227693986,MEDIUM
408,Research & Development,Manufacturing Director,0.09038082067372938,LOW
410,Sales,Manager,0.04338973851613064,LOW
411,Sales,Sales Representative,0.9085637242632972,HIGH
412,Research & Development,Healthcare Representative,0.09521635505422014,LOW
416,Sales,Sales Executive,0.42465111789866133,MEDIUM
417,Research & Development,Healthcare Representative,0.0031471185462805,LOW
419,Research & Development,Laboratory Technician,0.2565593448772402,LOW
420,Sales,Sales Executive,0.11720242859803283,LOW
421,Research & Development,Research Director,0.11236307797836133,LOW
422,Research & Development,Healthcare Representative,0.05516098818238016,LOW
423,Research & Development,Research Scientist,0.25913767432563184,LOW
424,Human Resources,Human Resources,0.8709962453250625,HIGH
425,Research & Development,Laboratory Technician,0.699152439996539,HIGH
426,Research & Development,Research Scientist,0.37047415889029606,MEDIUM
428,Research & Development,Manager,0.2860594541470114,LOW
429,Research & Development,Manager,0.5913484685632818,MEDIUM
430,Research & Development,Laboratory Technician,0.1491403748302345,LOW
431,Research & Development,Healthcare Representative,0.3612708518300654,MEDIUM
433,Research & Development,Research Scientist,0.4485999133587811,MEDIUM
434,Research & Development,Research Scientist,0.7125497142351732,HIGH
436,Sales,Sales Executive,0.8842732920164472,HIGH
437,Sales,Sales Executive,0.61370532877627,HIGH
438,Sales,Sales Executive,0.022855537573517548,LOW
439,Research & Development,Research Scientist,0.23094507728789399,LOW
440,Research & Development,Research Scientist,0.8657837618948642,HIGH
441,Research & Development,Research Scientist,0.024847075144666813,LOW
442,Research & Development,Manufacturing Director,0.34274679166768407,MEDIUM
444,Research & Development,Manager,0.6622934269447195,HIGH
445,Sales,Sales Executive,0.6710332375850943,HIGH
446,Sales,Sales Executive,0.6448770287450702,HIGH
447,Research & Development,Research Director,0.030061275704899977,LOW
448,Research & Development,Laboratory Technician,0.45854707345951495,MEDIUM
449,Sales,Sales Executive,0.33506286626294896,MEDIUM
450,Research & Development,Research Scientist,0.11748041625409772,LOW
451,Research & Development,Healthcare Representative,0.44732328282846645,MEDIUM
452,Research & Development,Research Scientist,0.07783604634393876,LOW
453,Sales,Sales Executive,0.4568771678516195,MEDIUM
454,Research & Development,Laboratory Technician,0.8104304491044085,HIGH
455,Research & Development,Laboratory Technician,0.3269031667315985,MEDIUM
456,Sales,Sales Executive,0.06468922927933536,LOW
458,Sales,Sales Executive,0.2368039518758787,LOW
460,Research & Development,Manufacturing Director,0.05358308990723816,LOW
461,Research & Development,Research Director,0.06765888303858296,LOW
462,Research & Development,Manufacturing Director,0.3643005949499583,MEDIUM
463,Sales,Sales Executive,0.49706483579695004,MEDIUM
464,Research & Development,Manufacturing Director,0.03347921834004943,LOW
465,Research & Development,Research Scientist,0.16035811109649548,LOW
466,Research & Development,Manufacturing Director,0.5698644620010738,MEDIUM
467,Sales,Sales Representative,0.8605298989027892,HIGH
468,Research & Development,Research Director,0.11952459583429546,LOW
469,Sales,Sales Executive,0.09614898060351743,LOW
470,Human Resources,Human Resources,0.44787054677657817,MEDIUM
471,Research & Development,Laboratory Technician,0.14353443748135028,LOW
473,Sales,Manager,0.28344736278448496,LOW
474,Research & Development,Research Scientist,0.4206513765287207,MEDIUM
475,Sales,Sales Executive,0.7892039928348081,HIGH
476,Sales,Sales Executive,0.1745096786272996,LOW
477,Research & Development,Healthcare Representative,0.0555622012856404,LOW
478,Sales,Sales Representative,0.9899594485957859,HIGH
479,Sales,Sales Executive,0.07656414934978681,LOW
481,Sales,Sales Executive,0.36119658769298907,MEDIUM
482,Research & Development,Healthcare Representative,0.024458761179577643,LOW
483,Research & Development,Laboratory Technician,0.2293604979948743,LOW
484,Sales,Sales Representative,0.47033771222005305,MEDIUM
485,Sales,Sales Representative,0.9024729870337201,HIGH
486,Research & Development,Laboratory Technician,0.3365121356638609,MEDIUM
487,Research & Development,Manufacturing Director,0.05454699855532926,LOW
488,Sales,Sales Executive,0.5244937880919663,MEDIUM
491,Research & Development,Healthcare Representative,0.0761922742966987,LOW
492,Sales,Sales Executive,0.7425197486744253,HIGH
493,Research & Development,Research Scientist,0.531747806476851,MEDIUM
494,Sales,Sales Representative,0.715172370897398,HIGH
495,Research & Development,Research Scientist,0.3004454136910089,MEDIUM
496,Research & Development,Healthcare Representative,0.32412806034632397,MEDIUM
497,Research & Development,Laboratory Technician,0.23676581717754075,LOW
498,Sales,Sales Executive,0.1591792908673588,LOW
499,Research & Development,Healthcare Representative,0.06702661874876575,LOW
500,Sales,Sales Executive,0.062384233517116354,LOW
501,Research & Development,Research Scientist,0.09764605249202768,LOW
502,Sales,Sales Executive,0.8386220928566855,HIGH
505,Research & Development,Manager,0.05979242526922634,LOW
507,Sales,Sales Executive,0.5119822746757828,MEDIUM
508,Sales,Sales Representative,0.7035952391208208,HIGH
510,Research & Development,Research Scientist,0.35057797260278956,MEDIUM
511,Research & Development,Research Scientist,0.40288631348525644,MEDIUM
513,Sales,Sales Executive,0.56196749259226,MEDIUM
514,Research & Development,Research Scientist,0.9108469006861083,HIGH
515,Research & Development,Laboratory Technician,0.2785180433259095,LOW
516,Sales,Sales Executive,0.1719147568792305,LOW
517,Research & Development,Laboratory Technician,0.36254935903003016,MEDIUM
518,Research & Development,Manufacturing Director,0.46671581863193046,MEDIUM
520,Research & Development,Research Director,0.042659265331172536,LOW
521,Research & Development,Laboratory Technician,0.43853692352725937,MEDIUM
522,Research & Development,Research Director,0.09084651054087305,LOW
523,Sales,Sales Executive,0.3386738993295016,MEDIUM
524,Research & Development,Manufacturing Director,0.11695040620080781,LOW
525,Research & Development,Laboratory Technician,0.6597513537380719,HIGH
526,Research & Development,Healthcare Representative,0.2191399726799811,LOW
527,Sales,Sales Executive,0.8154251403419407,HIGH
529,Research & Development,Research Scientist,0.4677463750829542,MEDIUM
530,Research & Development,Laboratory Technician,0.42128309627959754,MEDIUM
531,Research & Development,Manager,0.3009890613149019,MEDIUM
532,Sales,Sales Executive,0.10633153614217483,LOW
533,Sales,Sales Executive,0.5342132048424487,MEDIUM
534,Sales,Sales Executive,0.1366310153144547,LOW
536,Research & Development,Laboratory Technician,0.4276043777003352,MEDIUM
538,Research & Development,Laboratory Technician,0.6890031456552658,HIGH
543,Research & Development,Manufacturing Director,0.0755522869452413,LOW
544,Research & Development,Research Scientist,0.08289858655452696,LOW
546,Research & Development,Manager,0.013149215174739272,LOW
547,Research & Development,Research Scientist,0.401731763302532,MEDIUM
548,Research & Development,Manufacturing Director,0.17508027038896784,LOW
549,Research & Development,Manager,0.4445664354051434,MEDIUM
550,Research & Development,Manufacturing Director,0.02090680059132484,LOW
551,Research & Development,Healthcare Representative,0.0402818830915873,LOW
554,Sales,Sales Representative,0.9351921493671493,HIGH
555,Sales,Sales Representative,0.7291494287980085,HIGH
556,Research & Development,Laboratory Technician,0.6416163409512153,HIGH
558,Sales,Manager,0.026256400335122835,LOW
560,Research & Development,Research Scientist,0.3026162190563145,MEDIUM
562,Research & Development,Laboratory Technician,0.12303576592124478,LOW
564,Research & Development,Research Director,0.05502826588503797,LOW
565,Research & Development,Research Scientist,0.7430071614500275,HIGH
566,Human Resources,Human Resources,0.6647209860025587,HIGH
567,Sales,Sales Executive,0.2505817531278424,LOW
568,Sales,Manager,0.1709656661793912,LOW
569,Research & Development,Manager,0.4565392985132396,MEDIUM
571,Research & Development,Laboratory Technician,0.09333086084674722,LOW
573,Sales,Sales Executive,0.6528466728932572,HIGH
574,Research & Development,Manufacturing Director,0.02130070821897206,LOW
575,Research & Development,Research Director,0.08266915991184594,LOW
577,Research & Development,Laboratory Technician,0.5616883520849443,MEDIUM
578,Research & Development,Laboratory Technician,0.39230643849240393,MEDIUM
579,Research & Development,Research Scientist,0.0669448427597815,LOW
580,Sales,Sales Executive,0.4638986796587798,MEDIUM
581,Research & Development,Manufacturing Director,0.013736428699102967,LOW
582,Research & Development,Manager,0.6689643768600618,HIGH
584,Research & Development,Laboratory Technician,0.625610496127517,HIGH
585,Sales,Sales Representative,0.6193379129493166,HIGH
586,Research & Development,Healthcare Representative,0.5224356937053257,MEDIUM
587,Research & Development,Healthcare Representative,0.710152085142239,HIGH
590,Human Resources,Human Resources,0.9692699053298606,HIGH
591,Research & Development,Laboratory Technician,0.27833111251751763,LOW
592,Sales,Sales Executive,0.28418218207028956,LOW
593,Research & Development,Laboratory Technician,0.8632664497218123,HIGH
595,Sales,Sales Executive,0.18586919938508775,LOW
597,Sales,Manager,0.09373438920731492,LOW
599,Sales,Sales Executive,0.024911757652786526,LOW
600,Sales,Sales Executive,0.5445174718995968,MEDIUM
601,Research & Development,Manufacturing Director,0.1693271434976165,LOW
602,Research & Development,Laboratory Technician,0.26513032573162065,LOW
604,Sales,Sales Executive,0.5001221003880253,MEDIUM
605,Research & Development,Manufacturing Director,0.4086970287922693,MEDIUM
606,Sales,Sales Executive,0.018906429617418008,LOW
608,Human Resources,Human Resources,0.8440063676282862,HIGH
611,Research & Development,Manufacturing Director,0.15439070552893577,LOW
612,Research & Development,Research Director,0.051566969925598366,LOW
613,Sales,Manager,0.43938267743797255,MEDIUM
614,Sales,Sales Representative,0.9873452861648222,HIGH
615,Sales,Sales Executive,0.16539318927305663,LOW
616,Research & Development,Healthcare Representative,0.09286803656563573,LOW
618,Sales,Sales Executive,0.7208450298833536,HIGH
620,Sales,Sales Executive,0.26487351355813155,LOW
621,Sales,Sales Executive,0.10861650824445959,LOW
622,Research & Development,Laboratory Technician,0.9849303359317856,HIGH
623,Research & Development,Manufacturing Director,0.15272709017847003,LOW
624,Research & Development,Healthcare Representative,0.19199833738073083,LOW
625,Sales,Manager,0.4787142059721508,MEDIUM
626,Sales,Sales Executive,0.1949908127704459,LOW
630,Research & Development,Research Scientist,0.23335764249052465,LOW
631,Sales,Sales Executive,0.11932320262151941,LOW
632,Sales,Sales Representative,0.48741939159979986,MEDIUM
634,Research & Development,Healthcare Representative,0.019378085660589555,LOW
635,Research & Development,Manufacturing Director,0.3946778224071801,MEDIUM
638,Research & Development,Research Director,0.016034825975144815,LOW
639,Research & Development,Research Scientist,0.30829639083082067,MEDIUM
641,Sales,Sales Executive,0.36193433640753636,MEDIUM
643,Research & Development,Laboratory Technician,0.4369124527797465,MEDIUM
644,Human Resources,Manager,0.41564923320328395,MEDIUM
645,Sales,Sales Representative,0.5702774504910298,MEDIUM
647,Research & Development,Laboratory Technician,0.8247746028087576,HIGH
648,Sales,Sales Representative,0.8849809925808014,HIGH
649,Research & Development,Research Scientist,0.24771594342820538,LOW
650,Sales,Sales Executive,0.7598154055968136,HIGH
652,Research & Development,Laboratory Technician,0.7021752579525259,HIGH
653,Sales,Sales Executive,0.05366654522906862,LOW
